run_id,document,term,normalized_term,entity_type,extraction_confidence,ontology_id,ontology_label,ontology_name,mapping_confidence,needs_new_term,governance_action,governance_reason,assigned_steward,status,mapper_reasoning
620e2e4d,DOC-CAR-T-001,CD19,cd19,protein,0.9,hgnc:1633,CD19,HGNC,0.916,False,auto_approve,Mapping confidence 0.92 exceeds auto-approval threshold 0.88 with no active conflicts.,,approved,"The context refers to the CD19 target antigen recognized by an anti-CD19 CAR, i.e., the CD19 molecule/protein. HGNC:1633 is the authoritative identifier for the human CD19 gene whose product is the CD19 protein, and is a better fit than expression/positivity terms or the gene-specific NCIT entry when mapping a protein entity."
620e2e4d,DOC-CAR-T-001,anti-idiotype antibody staining,anti-idiotype antibody staining,assay,0.9,,,,0.18,True,escalate,No suitable existing ontology term found; new term proposal required.,assay_ontology_steward,escalated,"The phrase refers to an assay/readout method (staining cells with an anti-idiotype antibody to detect CAR expression), but all candidates are antibody/vaccine entities rather than a staining/flow cytometry assay term. NCIT:C16296 matches the reagent (anti-idiotype antibody) but not the assay concept, so no suitable ontology term is present in the provided results."
620e2e4d,DOC-CAR-T-001,Glucose concentration,glucose concentration,measurement,0.9,SNOMED:434912009,Blood glucose concentration,SNOMED,0.672,False,escalate,Term is involved in a detected conflict; requires expert resolution.,assay_ontology_steward,escalated,"The context describes a quantitative glucose measurement reported in mM (YSI analyzer), which aligns with a generic ""blood glucose concentration"" measurement concept. Phenotype terms (HP/UPHENO) describe abnormality rather than the measurement itself, and other SNOMED options are either specimen-specific (plasma/interstitial) or method-specific (test strip)."
620e2e4d,DOC-CAR-T-001,CAR-T,car-t,other,0.85,,,,0.35,True,escalate,No suitable existing ontology term found; new term proposal required.,general_ontology_steward,escalated,"In this batch manufacturing context, ""CAR-T"" refers generically to chimeric antigen receptor T cells/therapy without specifying autologous vs allogeneic or a target antigen. The available NCIT candidates are all specific subtypes (e.g., autologous/allogeneic or antigen-specific), so none is a semantically exact match for the generic term as used here."
620e2e4d,DOC-CAR-T-001,CD3,cd3,protein,0.85,NCIT:C38897,CD3 Complex,NCIT,0.816,False,escalate,Term is involved in a detected conflict; requires expert resolution.,genomics_ontology_steward,escalated,"In the flow cytometry context, “CD3+ T cells” refers to expression of the T-cell surface CD3 protein complex used as a pan–T cell marker, not an anti-CD3 antibody or a measurement process. NCIT:C38897 (CD3 Complex) is the most semantically equivalent and specific match among the candidates."
620e2e4d,DOC-CAR-T-001,CD4,cd4,protein,0.85,hgnc:1678,CD4,HGNC,0.958,False,auto_approve,Mapping confidence 0.96 exceeds auto-approval threshold 0.88 with no active conflicts.,,approved,"In the flow cytometry context, ""CD4"" refers to the CD4 cell-surface protein used as an antibody marker (not a fusion protein or immunoadhesin). The HGNC entry hgnc:1678 denotes the canonical human CD4 molecule and is the most semantically equivalent match among the candidates."
620e2e4d,DOC-CAR-T-001,CD8,cd8,protein,0.85,NCIT:C139799,T-Cell Surface Glycoprotein CD8,NCIT,0.816,False,escalate,Term is involved in a detected conflict; requires expert resolution.,genomics_ontology_steward,escalated,"In the flow cytometry panel context, “CD8” refers to the T-cell surface CD8 co-receptor protein complex used as a marker. NCIT:C139799 explicitly represents the T-Cell Surface Glycoprotein CD8 (the protein complex), whereas the NCIT 'CD8 Positive/Negative' terms are assay result qualifiers and the OBI term is obsolete."
620e2e4d,DOC-CAR-T-001,anti-CD19 CAR lentiviral vector,anti-cd19 car lentiviral vector,molecule,0.85,,,,0.18,True,escalate,No suitable existing ontology term found; new term proposal required.,chemistry_ontology_steward,escalated,"The term refers to a lentiviral gene transfer vector encoding an anti-CD19 CAR, but the candidates are either about recipients of lentiviral vectors or CAR-T cell preparations (transduced cells), not the vector molecule itself. No listed NCIT term specifically denotes an 'anti-CD19 CAR lentiviral vector', so a new term (or a different ontology hit explicitly for the vector) is needed."
620e2e4d,DOC-CAR-T-001,anti-idiotype antibody,anti-idiotype antibody,molecule,0.85,NCIT:C16296,Anti-Idiotype Antibody,NCIT,0.958,False,auto_approve,Mapping confidence 0.96 exceeds auto-approval threshold 0.88 with no active conflicts.,,approved,"The context refers to an antibody reagent used for staining that recognizes the idiotype (variable-region determinants) of the CAR, which matches the general concept of an anti-idiotype antibody. More specific NCIT options (e.g., human anti-idiotype, specified monoclonal, vaccines) add constraints not stated in the sentence."
620e2e4d,DOC-CAR-T-001,YSI analysis,ysi analysis,assay,0.85,,,,0.12,True,escalate,No suitable existing ontology term found; new term proposal required.,assay_ontology_steward,escalated,"""YSI analysis"" in this context refers to measuring glucose/lactate concentrations using a YSI biochemical analyzer (an instrument-specific metabolite assay), but none of the provided candidates represent that assay type; the available terms are generic ""analysis"" or unrelated analysis procedures. A new term (or a more appropriate existing OBI term such as a glucose/lactate concentration assay if available outside this candidate list) is needed."
620e2e4d,DOC-CAR-T-001,CAR-positive cells,car-positive cells,cell_type,0.8,,,,0.86,True,escalate,No suitable existing ontology term found; new term proposal required.,biology_ontology_steward,escalated,"""CAR-positive cells"" in this context refers generically to the subset of transduced cells expressing the CAR (as detected by anti-idiotype staining), not a specific engineered cell product (e.g., CAR-T, CAR-NK, autologous/allogeneic, or antigen-specific). All candidate NCIT terms are specific therapeutic cell preparations and would be overly specific and potentially incorrect for a generic flow-cytometry readout population."
620e2e4d,DOC-CAR-T-001,3.2 × 10^6 cells/mL,3.2 × 10^6 cells/ml,measurement,0.75,,,,0.93,True,escalate,No suitable existing ontology term found; new term proposal required.,assay_ontology_steward,escalated,"The term is a numeric measurement of viable cell density expressed in cells per milliliter (cells/mL). None of the candidates represent this unit or the concept of cell concentration; the closest EFO term is a different unit (picomole per 10^6 cells), so a new term (or mapping to an existing UO/OBI unit for cells per milliliter if available) is needed."
620e2e4d,DOC-CAR-T-001,Day 5 in-process assessment,day 5 in-process assessment,assay,0.7,,,,0.12,True,escalate,No suitable existing ontology term found; new term proposal required.,assay_ontology_steward,escalated,"""Day 5 in-process assessment"" refers to a manufacturing in-process control/assessment timepoint for a CAR-T batch, not a clinical study-day attribute (NCIT study day terms) nor any of the SNOMED day-care mental health assessments. None of the candidate terms capture an in-process manufacturing assay at day 5, so a new term (or mapping to a generic in-process control assay/timepoint term if available elsewhere) is needed."
620e2e4d,DOC-CAR-T-001,8.4 mM,8.4 mm,measurement,0.65,,,,0.05,False,escalate,Term is involved in a detected conflict; requires expert resolution.,assay_ontology_steward,escalated,"""8.4 mM"" is a numeric measurement value (a concentration) rather than an ontology term; none of the candidates represent the unit millimolar or a concentration value. This should be captured as a literal value with unit (mM), ideally using a unit ontology term for millimolar (e.g., from UO/OM) rather than minting a new term for the number."
620e2e4d,DOC-CAR-T-001,12.1 mM,12.1 mm,measurement,0.65,,,,0.97,False,escalate,Term is involved in a detected conflict; requires expert resolution.,assay_ontology_steward,escalated,"“12.1 mM” in context is a numeric measurement value (millimolar concentration), not a named biological entity. None of the candidate ontology terms represent the unit mM or a concentration measurement datum, so no ID should be selected; the value should be modeled as a literal with unit (e.g., 12.1 with unit millimolar)."
620e2e4d,DOC-CAR-T-001,94.2%,94.2%,measurement,0.6,,,,0.98,False,escalate,Term is involved in a detected conflict; requires expert resolution.,assay_ontology_steward,escalated,"“94.2%” in the context is a numeric measurement value (cell viability percentage), not an ontology concept. None of the candidates represent a viability measurement or percentage value, so no ontology term should be selected."
b2855de5,DOC-QC-RELEASE-002,Limulus Amebocyte Lysate (LAL) assay,limulus amebocyte lysate (lal) assay,assay,0.97,mesh:D008033,Limulus Test,MESH,0.716,False,escalate,Term is involved in a detected conflict; requires expert resolution.,assay_ontology_steward,escalated,"The Limulus Amebocyte Lysate (LAL) assay is the standard endotoxin detection method commonly referred to as the Limulus test. Among the candidates, MeSH 'Limulus Test' is semantically equivalent and matches the assay context, whereas the other hits refer to lysate material or Limulus taxonomy rather than the assay."
b2855de5,DOC-QC-RELEASE-002,Mycoplasma testing,mycoplasma testing,assay,0.96,NCIT:C113021,"Laboratory Testing for Bacteria, Virus, or Mycoplasma",NCIT,0.572,False,escalate,Term is involved in a detected conflict; requires expert resolution.,assay_ontology_steward,escalated,"The context refers to an assay performed to detect mycoplasma contamination (PCR-based MycoSEQ), which aligns best with NCIT's ""Laboratory Testing for Bacteria, Virus, or Mycoplasma"" as a microbial contamination testing procedure. Other candidates are either the organism itself (Mycoplasma) or overly generic ""Testing"" terms that do not capture the assay purpose."
b2855de5,DOC-QC-RELEASE-002,Raji cells,raji cells,cell_type,0.96,CLO:0008734,Raji cell,CLO,0.816,False,human_review,Mapping confidence 0.82 is between thresholds (0.60–0.88); routed for expert validation.,biology_ontology_steward,pending_review,"In this cytotoxicity potency assay context, “Raji cells” refers to the standard human Burkitt’s lymphoma Raji cell line used as target cells. CLO provides the most semantically precise and authoritative cell-line identifier among the candidates (more specific than the generic EFO label and avoiding assay-specific NCIT terms)."
b2855de5,DOC-QC-RELEASE-002,Sterility testing,sterility testing,assay,0.95,Thesaurus.owl#C134278,Sterility Test,NCIT,0.556,False,escalate,Term is involved in a detected conflict; requires expert resolution.,assay_ontology_steward,escalated,"The context describes an assay assessing absence of microbial growth after direct inoculation over 14 days, which matches the NCIT concept 'Sterility Test' (an aseptic assay to ensure no contaminating microorganisms). Other candidates refer to facilities, objects, or unrelated meanings of sterility rather than the test itself."
b2855de5,DOC-QC-RELEASE-002,cytotoxicity assay,cytotoxicity assay,assay,0.95,NCIT:C200004,Cytotoxicity Assay,NCIT,0.844,False,human_review,Mapping confidence 0.84 is between thresholds (0.60–0.88); routed for expert validation.,assay_ontology_steward,pending_review,"The context describes a potency assessment measuring target-cell killing (Raji cells at a specified effector:target ratio), which is a cytotoxicity assay in general. NCIT:C200004 is an authoritative, broadly applicable term for assays measuring induction of cell death, whereas MAXO’s definition is more narrowly focused on immune-cell killing and NCIT:C16116 is specific to the 51Cr-release format."
b2855de5,DOC-QC-RELEASE-002,CAR+ T cells,car+ t cells,cell_type,0.95,,,,0.35,True,escalate,No suitable existing ontology term found; new term proposal required.,biology_ontology_steward,escalated,"""CAR+ T cells"" denotes T lymphocytes expressing a chimeric antigen receptor, without specifying autologous vs allogeneic source or antigen specificity. The available NCIT options are source- or target-specific (e.g., autologous/allogeneic or anti-CEA), so none is semantically equivalent to the generic CAR-positive T-cell population described in the dose statement."
b2855de5,DOC-QC-RELEASE-002,droplet digital PCR,droplet digital pcr,assay,0.94,NCIT:C166064,Droplet Digital PCR,NCIT,0.958,False,escalate,Term is involved in a detected conflict; requires expert resolution.,assay_ontology_steward,escalated,"The context describes an assay used to quantify vector copy number, which matches the assay method 'Droplet Digital PCR'. Among the candidates, NCIT:C166064 is the only term explicitly denoting droplet digital PCR (not a PCR program/product or a generic digital PCR analysis), making it the most semantically equivalent and specific match."
b2855de5,DOC-QC-RELEASE-002,MycoSEQ assay,mycoseq assay,assay,0.93,,,,0.23,True,escalate,No suitable existing ontology term found; new term proposal required.,assay_ontology_steward,escalated,"“MycoSEQ assay” refers to a specific commercial PCR-based mycoplasma detection assay, but none of the candidate ontology terms represent mycoplasma PCR testing or the MycoSEQ method specifically. The available matches are only generic ‘assay’ terms, which are not semantically equivalent to this named PCR mycoplasma test."
b2855de5,DOC-QC-RELEASE-002,Vector copy number (VCN),vector copy number (vcn),measurement,0.92,NCIT:C180599,Vector Copy Number,NCIT,0.858,False,human_review,Mapping confidence 0.86 is between thresholds (0.60–0.88); routed for expert validation.,assay_ontology_steward,pending_review,"The context describes a ddPCR-derived measurement of vector copies per cell, which matches NCIT's specific term 'Vector Copy Number' (number of vector molecules in a cell, often expressed per genome). More general 'Copy Number' or genomic CNV-related EFO/EDAM terms are not semantically equivalent to vector copy number in gene therapy settings."
b2855de5,DOC-QC-RELEASE-002,PCR,pcr,assay,0.9,OBI:0000415,polymerase chain reaction,EFO,0.632,False,escalate,Term is involved in a detected conflict; requires expert resolution.,assay_ontology_steward,escalated,"In the context of mycoplasma testing, “PCR” refers to the polymerase chain reaction assay/process used to amplify target DNA for detection. Among the candidates, the term labeled “polymerase chain reaction” best matches the intended assay meaning; other OBI hits are about PCR programs/products/instruments, and NCIT:C63459 is an unrelated chemotherapy regimen."
b2855de5,DOC-QC-RELEASE-002,Endotoxin,endotoxin,molecule,0.9,NCIT:C50918,Endotoxin,NCIT,0.916,False,escalate,Term is involved in a detected conflict; requires expert resolution.,chemistry_ontology_steward,escalated,"In the LAL assay context, “endotoxin” refers to Gram-negative bacterial lipopolysaccharide (LPS) contamination measured in endotoxin units. NCIT:C50918 explicitly defines endotoxin as LPS complexes from Gram-negative outer membranes, matching the intended molecular entity more precisely than the broader IDO/XCO definitions."
b2855de5,DOC-QC-RELEASE-002,direct inoculation,direct inoculation,assay,0.86,,,,0.18,True,escalate,No suitable existing ontology term found; new term proposal required.,assay_ontology_steward,escalated,"""Direct inoculation"" in the context of sterility testing refers to a specific sterility test method (directly inoculating culture media with the product), not the general act of inoculation. None of the candidates represent this assay/method; the closest (NCIT:C68774 Inoculation) is too broad and not assay-specific."
b2855de5,DOC-QC-RELEASE-002,Potency assessment,potency assessment,assay,0.86,NCIT:C134270,Potency Assay,NCIT,0.716,False,human_review,Mapping confidence 0.72 is between thresholds (0.60–0.88); routed for expert validation.,assay_ontology_steward,pending_review,"The context describes an assay performed to determine functional strength/activity (potency) via a cytotoxicity readout against Raji cells, which matches the general concept of a ""Potency Assay"". Vaccine-specific potency terms and potency units/qualities do not fit the assay entity type or the non-vaccine cytotoxicity context."
b2855de5,DOC-QC-RELEASE-002,Final cell dose,final cell dose,measurement,0.86,NCIT:C176280,Final Dose Amount,NCIT,0.572,False,escalate,Term is involved in a detected conflict; requires expert resolution.,assay_ontology_steward,escalated,"The context refers to the final administered dose quantity (2.1×10^8 total CAR+ T cells), which aligns best with NCIT:C176280 'Final Dose Amount' as a measurement of the final dose amount. Other candidates are either about frequency, generic 'final', or unrelated procedures, and none specifically capture 'cell dose' better than this available term."
b2855de5,DOC-QC-RELEASE-002,E:T ratio 5:1,e:t ratio 5:1,measurement,0.84,Thesaurus.owl#C44256,Ratio,NCIT,0.292,True,escalate,No suitable existing ontology term found; new term proposal required.,assay_ontology_steward,escalated,"The concept is an effector-to-target (E:T) cell ratio used as a parameter in a cytotoxicity assay; none of the candidates explicitly represent an E:T ratio. The closest available match is the generic NCIT term for a ratio, but a specific ontology term for ""effector-to-target cell ratio"" (with value 5:1) would be more semantically accurate."
b2855de5,DOC-QC-RELEASE-002,specific lysis,specific lysis,measurement,0.83,,,,0.18,True,escalate,No suitable existing ontology term found; new term proposal required.,assay_ontology_steward,escalated,"""Specific lysis"" in the context of a percentage threshold (≥20%) refers to a quantitative assay readout (e.g., percent target-cell lysis attributable to an effector/condition), not the biological process ""cell lysis"" itself. None of the candidates represent this measurement concept; the closest (OBI:cell lysis) is a process term and SNOMED ""Lysis"" is too nonspecific, so a new term for the measurement (e.g., 'percent specific lysis') is needed."
b2855de5,DOC-QC-RELEASE-002,copies per cell,copies per cell,measurement,0.8,NCIT:C198389,Copies per Cell,NCIT,0.958,False,auto_approve,Mapping confidence 0.96 exceeds auto-approval threshold 0.88 with no active conflicts.,,approved,"The context reports vector copy number as a concentration normalized per cell (e.g., 2.4 copies per cell), which is semantically equivalent to the NCIT unit 'Copies per Cell'. NCIT provides a clear unit definition, whereas the PRIDE term is more of a reporting descriptor than a unit concept."
b2855de5,DOC-QC-RELEASE-002,EU/mL,eu/ml,measurement,0.78,NCIT:C221689,Endotoxin Unit per Milliliter,NCIT,0.916,False,auto_approve,Mapping confidence 0.92 exceeds auto-approval threshold 0.88 with no active conflicts.,,approved,"In the LAL endotoxin assay context, ""EU/mL"" denotes endotoxin units per milliliter. NCIT:C221689 is an exact semantic match for this measurement unit, whereas the other candidates refer to unrelated ""EU"" strings, chemical species, or different unit systems."
b2855de5,DOC-QC-RELEASE-002,Final release testing,final release testing,assay,0.74,,,,0.12,True,escalate,No suitable existing ontology term found; new term proposal required.,assay_ontology_steward,escalated,"""Final release testing"" refers to a quality-control testing assay performed to determine whether a manufactured lot can be released, but none of the candidates denote lot release/QC testing (they are generic 'Testing', 'Final', or specific to working cell bank release microbial testing). A new term (e.g., 'lot release testing' / 'final product release testing') is needed to capture this assay concept."
e3f02e5e,DOC-FORMULATION-003,dimethyl sulfoxide,dimethyl sulfoxide,molecule,0.98,CHEBI:28262,dimethyl sulfoxide,CHEBI,0.994,False,escalate,Term is involved in a detected conflict; requires expert resolution.,chemistry_ontology_steward,escalated,"The term refers to the chemical compound dimethyl sulfoxide (DMSO) used as a cryoprotectant/solvent in the medium. ChEBI is the authoritative ontology for small molecules, and CHEBI:28262 is the exact match."
e3f02e5e,DOC-FORMULATION-003,human serum albumin,human serum albumin,protein,0.98,mesh:D000075462,"Serum Albumin, Human",MESH,0.784,False,escalate,Term is involved in a detected conflict; requires expert resolution.,genomics_ontology_steward,escalated,"The context refers to the native protein used as a formulation component (HSA solution), which matches the MeSH concept for human serum albumin. Other hits are either modified derivatives (maleylated/sulfonylated) or come from less broadly authoritative/specific ontologies for proteins in this context."
e3f02e5e,DOC-FORMULATION-003,propidium iodide,propidium iodide,molecule,0.97,CHEBI:51240,propidium iodide,CHEBI,0.958,False,auto_approve,Mapping confidence 0.96 exceeds auto-approval threshold 0.88 with no active conflicts.,,approved,"The term refers to the chemical dye propidium iodide used in a viability (exclusion) assay; CHEBI provides the authoritative identifier for small molecules. BAO:0002482 describes the assay concept rather than the molecule itself, and NCIT/FBBI are less preferred than ChEBI for chemical entities."
e3f02e5e,DOC-FORMULATION-003,Planer Kryo 560 controlled rate freezer,planer kryo 560 controlled rate freezer,instrument,0.96,NCIT:C178898,Controlled Rate Freezer,NCIT,0.816,False,human_review,Mapping confidence 0.82 is between thresholds (0.60–0.88); routed for expert validation.,laboratory_operations_steward,pending_review,"The Planer Kryo 560 is a specific model of a controlled-rate freezer used for programmed cooling (e.g., -1°C/min to -80°C), which matches the semantic definition of NCIT 'Controlled Rate Freezer'. More generic 'Freezer' terms and unrelated brand/model entries do not capture the controlled-rate functionality."
e3f02e5e,DOC-FORMULATION-003,DMSO,dmso,molecule,0.95,CHEBI_28262,dimethyl sulfoxide,CHEBI,0.628,False,escalate,Term is involved in a detected conflict; requires expert resolution.,chemistry_ontology_steward,escalated,"In the context, DMSO refers to the molecule dimethyl sulfoxide used as a cryoprotectant/solvent. CHEBI_28262 is the authoritative ChEBI entry for the chemical entity dimethyl sulfoxide, whereas BAO/XCO/MI candidates are assay/condition terms rather than the molecule itself."
e3f02e5e,DOC-FORMULATION-003,propidium iodide exclusion assay,propidium iodide exclusion assay,assay,0.95,BAO:0002482,propidium iodide exclusion,BAO,0.816,False,escalate,Term is involved in a detected conflict; requires expert resolution.,assay_ontology_steward,escalated,"The context describes a viability measurement based on exclusion of propidium iodide, which matches BAO:0002482 (propidium iodide exclusion) as an assay/assay method. Other candidates (ChEBI/NCIT/FBBI) refer to the chemical reagent itself, and BAO:0002476 is specifically DNA staining rather than an exclusion-based viability assay."
e3f02e5e,DOC-FORMULATION-003,freezing point depression osmometry,freezing point depression osmometry,assay,0.92,MMO:0000719,freezing point osmometry,MMO,0.74,False,human_review,Mapping confidence 0.74 is between thresholds (0.60–0.88); routed for expert validation.,assay_ontology_steward,pending_review,"The context specifies measuring osmolality by the freezing point depression method, which corresponds to the assay/measurement technique 'freezing point osmometry'. MMO:0000719 explicitly captures osmometry based on freezing point lowering, whereas other candidates are either the physical phenomenon (freezing point depression) or generic osmometry without the method."
e3f02e5e,DOC-FORMULATION-003,CAR-T cell,car-t cell,cell_type,0.9,,,,0.25,True,escalate,No suitable existing ontology term found; new term proposal required.,biology_ontology_steward,escalated,"The context refers generically to a CAR-T cell product (a T cell engineered to express a chimeric antigen receptor) without specifying autologous vs allogeneic or antigen specificity. The available NCIT candidates are all subtype-specific (autologous/allogeneic or target-specific), and no generic 'CAR-T cell' cell type term is provided here, so none is an exact semantic match."
e3f02e5e,DOC-FORMULATION-003,HSA,hsa,protein,0.9,,,,0.93,True,escalate,No suitable existing ontology term found; new term proposal required.,genomics_ontology_steward,escalated,"In this context HSA clearly refers to human serum albumin (the protein used as a solution component in cryopreservation medium). None of the provided candidates correspond to the native human serum albumin protein (they are modified HSA conjugates, an unrelated disease term, or an unrelated protein), so no suitable match is present in the list."
e3f02e5e,DOC-FORMULATION-003,Controlled-rate freezing,controlled-rate freezing,process,0.9,OBI_0001953,freezing,OBI,0.37,True,escalate,No suitable existing ontology term found; new term proposal required.,process_ontology_steward,escalated,"The context describes a freezing procedure (cooling a material below its freezing point), which matches OBI's process term 'freezing' better than device terms like 'Controlled Rate Freezer'. However, none of the provided ontology terms capture the key qualifier 'controlled-rate' (e.g., -1°C/min), so a more specific term such as 'controlled-rate freezing' would be needed for an exact match."
e3f02e5e,DOC-FORMULATION-003,Osmolality,osmolality,measurement,0.9,PATO:0002027,osmolality,PATO,0.916,False,auto_approve,Mapping confidence 0.92 exceeds auto-approval threshold 0.88 with no active conflicts.,,approved,"The context refers to the measured quantity (osmolality) determined by freezing point depression osmometry, which matches the PATO quality 'osmolality' (osmoles of solute per kg of solvent). While OBI has an 'osmolality assay' term, that represents the measurement process rather than the measurement/quality itself."
e3f02e5e,DOC-FORMULATION-003,Cryopreservation formulation development,cryopreservation formulation development,process,0.78,,,,0.33,True,escalate,No suitable existing ontology term found; new term proposal required.,process_ontology_steward,escalated,"The target concept is a process of developing/optimizing a cryopreservation formulation (i.e., the cryoprotectant medium) for a CAR-T product, which is not equivalent to the act of cryopreservation itself. Available candidates cover cryopreservation (process) or a specific cryopreservation medium/product, but none represent 'cryopreservation formulation development' as a distinct process."
e3f02e5e,DOC-FORMULATION-003,Post-thaw viability,post-thaw viability,measurement,0.78,CMPO:0000013,cell viability,CMPO,0.572,False,escalate,Mapping confidence 0.57 is below minimum threshold 0.60.,assay_ontology_steward,escalated,"“Post-thaw viability” in this context refers to the viability of cells after thawing, assessed by propidium iodide exclusion, i.e., a cell viability measurement. Among the candidates, CMPO:0000013 (cell viability) best captures the intended biological measurement, whereas PATO viability is a more general quality and the others are not measurements of cell viability."
e3f02e5e,DOC-FORMULATION-003,CryoStor CS10,cryostor cs10,molecule,0.74,,,,0.12,True,escalate,No suitable existing ontology term found; new term proposal required.,chemistry_ontology_steward,escalated,CryoStor CS10 is a specific branded cryopreservation medium formulation (10% DMSO with HSA) and none of the candidates represent this product; the NCIT term is a generic cryopreservation medium and its definition (serum- and protein-free) conflicts with the HSA-containing context. A new term (or a product-specific identifier) is needed to capture CryoStor CS10 accurately.
e3f02e5e,DOC-FORMULATION-003,CAR-T cell product,car-t cell product,other,0.72,NCIT:C200766,Autologous CAR-T Cells,NCIT,0.53,False,escalate,Term is involved in a detected conflict; requires expert resolution.,general_ontology_steward,escalated,"The context refers to a manufactured CAR-T cell product (a cell therapy preparation) rather than a specific CAR target or a treatment regimen. Among the candidates, the generic cell-product terms are 'Autologous CAR-T Cells' and 'Allogeneic CAR-T Cells'; since most CAR-T products are autologous unless otherwise specified, NCIT:C200766 is the best available match."
